Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,GarageCars,GarageArea,TotRmsAbvGrd,Fireplaces,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition,YearBuilt,YearRemodAdd,GarageYrBlt,YrSold,SalePrice
415,60,59,11228,7,5,1080,1017,0,2097,0,1,2,1,3,1,0,50,531,499,1080,RL,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,BLQ,GLQ,GasA,Ex,Y,SBrkr,3,678,9,1,196,187,0,0,0,0,0,12,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1993,1993,1993,2008,228000
416,20,73,8899,7,5,1340,0,0,1340,0,0,2,0,3,1,0,24,0,1316,1340,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Y,SBrkr,2,396,6,0,100,30,0,0,0,0,0,8,Gd,Typ,NA,Attchd,Fin,TA,TA,Y,NA,NA,NA,New,Partial,2007,2007,2007,2007,181134
417,60,74,7844,6,7,672,728,0,1400,0,0,1,1,3,1,203,209,0,463,672,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,2,440,6,1,0,0,0,0,0,0,0,3,TA,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1978,1978,1978,2006,149500
418,70,86,22420,6,6,1370,1254,0,2624,1,0,2,1,4,1,0,1128,0,242,1370,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,Stucco,None,TA,TA,BrkTil,Gd,TA,No,BLQ,Unf,GasW,TA,N,FuseA,3,864,10,1,0,0,0,0,0,0,0,11,TA,Typ,Gd,Detchd,Unf,TA,TA,N,NA,NA,NA,WD,Normal,1918,1950,1918,2007,239000
419,50,60,8160,5,6,756,378,0,1134,1,0,1,1,3,1,0,312,0,444,756,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,GasA,Fa,N,FuseF,1,240,7,0,0,0,0,0,0,0,0,4,TA,Typ,NA,Detchd,Unf,TA,TA,P,NA,NA,NA,WD,AdjLand,1940,1950,1940,2007,126000
420,20,65,8450,5,6,1056,0,0,1056,1,0,1,0,3,1,0,775,0,281,1056,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Y,SBrkr,1,304,6,1,0,85,184,0,0,0,0,7,TA,Typ,Fa,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1968,1968,1968,2010,142000
421,90,78,7060,7,5,1344,0,0,1344,2,0,2,0,2,2,200,1309,0,35,1344,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,SFoyer,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,Gd,Gd,Gd,GLQ,Unf,GasA,Ex,Y,SBrkr,4,784,8,0,0,0,0,0,0,0,0,11,TA,Typ,NA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Alloca,1997,1998,1997,2008,206300
422,20,NA,16635,6,7,1602,0,0,1602,0,1,2,0,3,1,126,1246,0,356,1602,RL,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,Gd,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,Gd,Y,SBrkr,2,529,8,1,240,0,0,0,0,0,0,6,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1977,2000,1977,2009,215000
423,20,100,21750,5,5,988,0,0,988,0,0,1,0,2,1,0,0,0,988,988,RL,Pave,NA,Reg,HLS,AllPub,Inside,Mod,Mitchel,Artery,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,2,520,4,0,0,0,0,0,0,0,0,2,TA,Typ,NA,Attchd,RFn,TA,TA,N,NA,NA,NA,WD,Normal,1954,1954,1954,2008,113000
424,60,80,9200,8,5,1470,1160,0,2630,1,0,2,1,4,1,473,986,0,484,1470,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Gd,Y,SBrkr,3,696,8,1,0,66,0,0,0,0,0,6,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1998,1998,1998,2008,315000
425,20,72,9000,6,5,1196,0,0,1196,1,0,1,0,2,1,74,616,0,580,1196,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,Gd,TA,No,LwQ,Unf,GasA,Gd,Y,FuseA,1,297,6,1,0,44,0,0,0,0,0,5,TA,Typ,Gd,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,1956,1956,1956,2008,139000
426,60,60,3378,7,8,707,682,0,1389,0,0,1,1,3,1,0,0,0,651,651,RM,Pave,Grvl,Reg,HLS,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,1,240,6,2,0,0,126,0,0,0,0,9,TA,Typ,Gd,Detchd,Unf,TA,TA,P,NA,NA,NA,WD,Normal,1946,1992,1947,2009,135000
427,80,NA,12800,7,5,1644,0,0,1644,1,1,2,0,2,1,145,1518,0,0,1518,RL,Pave,NA,Reg,Low,AllPub,Inside,Mod,SawyerW,Norm,Norm,1Fam,SLvl,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,GasA,Gd,Y,SBrkr,2,569,5,1,80,0,0,0,396,0,0,8,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1989,1989,1989,2009,275000
428,20,77,8593,4,6,907,0,0,907,0,0,1,0,3,1,0,288,0,619,907,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Y,SBrkr,1,352,5,0,0,0,0,0,0,0,0,7,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1957,1957,1964,2008,109008
429,20,64,6762,7,5,1208,0,0,1208,1,0,2,0,2,1,108,664,0,544,1208,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,2,628,6,0,105,54,0,0,0,0,0,9,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,New,Partial,2007,2007,2007,2007,195400
430,20,130,11457,6,5,1412,0,0,1412,1,0,2,0,3,1,0,1005,0,387,1392,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Mn,GLQ,Unf,GasA,TA,Y,SBrkr,2,576,6,1,0,0,169,0,0,0,0,3,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1988,1988,1988,2009,175000
431,160,21,1680,6,5,483,504,0,987,0,0,1,1,2,1,232,387,0,96,483,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,1,264,4,0,0,0,0,0,0,0,0,7,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,COD,Abnorml,1971,1971,1971,2008,85400
432,50,60,5586,6,7,1088,110,0,1198,0,0,1,0,4,1,0,0,0,901,901,RM,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,0,0,7,0,0,98,0,0,0,0,0,9,TA,Typ,NA,NA,NA,NA,NA,N,NA,MnPrv,NA,ConLD,Abnorml,1920,1998,NA,2008,79900
433,160,24,1920,5,5,765,600,0,1365,1,0,1,1,2,1,376,471,0,294,765,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,2,440,6,0,240,36,0,0,0,0,0,8,TA,Min1,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1971,1971,1971,2007,122500
434,60,100,10839,6,5,926,678,0,1604,0,0,2,1,3,1,0,0,0,926,926,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,2,470,7,1,0,36,0,0,0,0,0,7,TA,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1997,1998,1997,2008,181000
435,180,21,1890,4,7,630,0,0,630,1,0,1,0,1,1,0,495,0,135,630,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,Gable,CompShg,CemntBd,CmentBd,None,TA,Gd,CBlock,Gd,TA,Av,ALQ,Unf,GasA,Gd,Y,SBrkr,0,0,3,0,88,0,0,0,0,0,0,6,TA,Typ,NA,NA,NA,NA,NA,Y,NA,NA,NA,WD,Normal,1972,1972,NA,2008,81000
436,60,43,10667,7,6,827,834,0,1661,1,0,2,1,3,1,0,385,344,70,799,RL,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,PosN,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,ALQ,GasA,Ex,Y,SBrkr,2,550,6,1,158,61,0,0,0,0,0,4,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,NA,NA,NA,ConLw,Normal,1996,1996,1996,2009,212000
437,50,40,4400,6,8,734,384,0,1118,0,0,1,0,2,1,0,0,0,648,648,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,GasA,TA,Y,FuseA,2,440,6,0,0,0,0,0,0,0,0,10,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1920,1950,1990,2006,116000
438,45,50,6000,6,7,904,0,0,904,0,0,1,0,2,1,0,0,0,884,884,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,1,180,4,0,0,0,105,0,0,0,0,1,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1926,2004,1926,2009,119000
439,30,40,4280,5,6,694,0,0,694,0,0,1,0,2,1,0,365,0,75,440,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,WdShing,Stucco,None,TA,TA,PConc,TA,TA,No,LwQ,Unf,GasA,TA,N,SBrkr,1,352,4,1,0,0,34,0,0,0,0,3,Gd,Typ,Gd,Detchd,Unf,Gd,TA,P,NA,MnPrv,NA,WD,Normal,1913,2002,1990,2007,90350
440,50,67,12354,6,8,684,512,0,1196,0,0,1,0,3,1,0,0,0,684,684,RL,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,Fa,Mn,Unf,Unf,GasA,Gd,Y,SBrkr,2,528,7,0,0,46,0,0,0,0,800,8,Gd,Typ,NA,Detchd,Unf,TA,TA,Y,NA,GdPrv,Shed,ConLI,Normal,1920,2000,2005,2009,110000
441,20,105,15431,10,5,2402,0,0,2402,1,0,2,0,2,1,200,1767,539,788,3094,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,ALQ,GasA,Ex,Y,SBrkr,3,672,10,2,0,72,0,0,170,0,0,4,Ex,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,2008,2008,2008,2009,555000
442,90,92,12108,4,4,1440,0,0,1440,0,0,2,0,4,2,270,133,0,1307,1440,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,N,FuseF,0,0,8,0,0,0,0,0,0,0,0,9,Fa,Typ,NA,NA,NA,NA,NA,Y,NA,NA,NA,WD,Normal,1955,1955,NA,2008,118000
443,50,52,6240,5,7,1128,445,0,1573,0,0,2,0,3,1,0,0,0,1078,1078,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,2,360,8,1,0,0,0,0,0,0,0,6,TA,Typ,Gd,Detchd,Unf,TA,TA,P,NA,NA,NA,WD,Normal,1930,1992,1930,2008,162900
444,120,53,3922,7,5,1258,0,0,1258,0,0,2,0,2,1,72,0,0,1258,1258,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,WdShing,Wd Shng,BrkFace,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,GasA,Ex,Y,SBrkr,3,648,6,1,144,16,0,0,0,0,0,6,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,New,Partial,2006,2007,2007,2007,172500
445,60,70,8750,7,5,933,975,0,1908,1,0,2,1,4,1,0,642,0,273,915,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,2,493,8,1,144,133,0,0,0,0,0,7,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1994,1995,1994,2008,210000
446,20,73,9855,6,5,1689,0,0,1689,0,0,1,0,3,1,0,0,0,1436,1436,RL,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Fa,Y,SBrkr,2,480,7,1,0,0,0,0,0,0,0,11,TA,Typ,Gd,Attchd,Unf,TA,TA,Y,NA,MnPrv,NA,COD,Normal,1956,1956,1956,2009,127500
447,20,137,16492,6,6,1888,0,0,1888,0,0,2,1,2,1,0,247,713,557,1517,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Plywood,None,Gd,TA,CBlock,TA,TA,No,ALQ,Rec,GasA,Ex,Y,SBrkr,2,578,6,1,0,0,0,0,0,0,0,6,Gd,Mod,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1966,2002,1966,2010,190000
448,60,NA,11214,7,5,956,930,0,1886,0,0,2,1,4,1,0,0,0,930,930,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Y,SBrkr,2,431,10,1,89,0,0,0,0,0,0,7,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1998,1999,1998,2006,199900
449,50,50,8600,6,6,780,596,0,1376,0,0,2,0,3,1,0,0,0,780,780,RM,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,Y,SBrkr,1,198,7,1,0,0,0,0,0,0,0,6,TA,Typ,Gd,Detchd,Unf,TA,TA,N,NA,NA,NA,WD,Normal,1937,1950,1937,2006,119500
450,50,50,6000,3,7,679,504,0,1183,0,0,1,1,2,1,0,331,0,318,649,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,1,308,6,0,0,176,0,0,0,0,0,6,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1948,2002,1981,2007,120000
451,30,70,5684,6,8,813,0,0,813,0,0,1,0,2,1,0,0,0,813,813,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Y,FuseA,1,270,5,0,0,113,0,0,0,0,0,6,Gd,Typ,NA,Detchd,Unf,Fa,Fa,N,NA,NA,NA,WD,Normal,1930,2005,1932,2006,110000
452,20,62,70761,7,5,1533,0,0,1533,1,0,2,0,2,1,0,655,0,878,1533,RL,Pave,NA,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,Gable,WdShngl,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,TA,Y,SBrkr,2,576,5,2,200,54,0,0,0,0,0,12,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1975,1975,1975,2006,280000
453,60,NA,9303,6,5,888,868,0,1756,1,0,2,1,3,1,42,742,0,130,872,RL,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,ALQ,Unf,GasA,Ex,Y,SBrkr,2,422,7,0,144,122,0,0,0,0,0,7,TA,Typ,NA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1996,1997,1996,2007,204000
454,60,75,9000,8,5,786,804,0,1590,0,0,2,1,3,1,0,0,0,768,768,FV,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,2,676,6,0,0,30,0,0,0,0,0,6,Gd,Typ,NA,Attchd,RFn,TA,TA,Y,NA,NA,NA,WD,Normal,2008,2008,2008,2009,210000
455,90,63,9297,5,5,1728,0,0,1728,2,0,2,0,4,2,0,1606,0,122,1728,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Y,SBrkr,2,560,8,0,0,0,0,0,0,0,0,7,TA,Typ,NA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Family,1976,1976,1976,2006,188000
456,20,80,9600,7,6,1242,0,0,1242,0,0,1,1,3,1,320,916,0,326,1242,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Fa,Y,SBrkr,2,528,6,1,0,0,0,0,0,0,0,9,TA,Typ,TA,Attchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1973,1973,1973,2007,175500
457,70,34,4571,5,5,624,720,0,1344,0,0,1,0,4,1,0,0,0,624,624,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Fa,N,SBrkr,3,513,7,0,0,0,96,0,0,0,0,5,TA,Typ,NA,Detchd,Unf,Fa,Fa,Y,NA,NA,NA,COD,Abnorml,1916,1950,1916,2008,98000
458,20,NA,53227,4,6,1663,0,0,1663,1,0,1,0,2,1,0,1116,0,248,1364,RL,Pave,NA,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,1Story,Flat,Tar&Grv,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,Gd,BLQ,Unf,GasA,Ex,Y,SBrkr,2,529,6,2,224,137,0,0,0,0,0,3,Gd,Min1,Gd,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,1954,1994,1954,2008,256000
459,70,NA,5100,8,7,833,833,0,1666,0,0,1,0,3,1,0,0,0,588,588,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Hip,CompShg,Stucco,Wd Shng,None,TA,Gd,PConc,TA,TA,No,Unf,Unf,GasA,Fa,Y,SBrkr,1,228,7,1,192,63,0,0,0,0,0,6,Gd,Typ,Gd,Detchd,Unf,TA,TA,Y,NA,MnPrv,NA,WD,Normal,1925,1996,1925,2008,161000
460,50,NA,7015,5,4,979,224,0,1203,1,0,1,0,3,1,161,185,0,524,709,RL,Pave,NA,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,BrkCmn,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,TA,Y,SBrkr,1,352,5,1,0,0,248,0,0,0,0,7,Gd,Typ,TA,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1950,1950,1950,2009,110000
461,60,75,8004,8,5,832,1103,0,1935,1,0,2,1,3,1,110,544,0,288,832,FV,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Y,SBrkr,2,552,8,0,0,150,0,0,0,0,0,12,TA,Typ,NA,BuiltIn,Fin,TA,TA,Y,NA,NA,NA,New,Partial,2009,2009,2009,2009,263435
462,70,60,7200,7,9,575,560,0,1135,1,0,1,0,3,1,0,350,210,0,560,RL,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,Gd,PConc,Gd,Gd,No,ALQ,BLQ,GasA,Ex,Y,SBrkr,2,576,6,0,256,0,0,0,0,0,0,4,Gd,Typ,NA,Detchd,RFn,TA,TA,Y,NA,MnPrv,NA,WD,Normal,1936,2007,1971,2009,155000
463,20,60,8281,5,5,864,0,0,864,0,0,1,0,3,1,0,553,311,0,864,RL,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,BLQ,GasA,Gd,Y,SBrkr,1,360,5,1,0,0,236,0,0,0,0,12,TA,Typ,Po,Detchd,Unf,TA,TA,Y,NA,GdWo,NA,WD,Normal,1965,1965,1965,2009,62383
464,70,74,11988,6,7,849,811,0,1660,0,0,1,1,3,1,0,326,0,389,715,RL,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,Hip,CompShg,Stucco,Stucco,None,TA,TA,CBlock,TA,TA,No,LwQ,Unf,GasA,Fa,Y,FuseA,1,240,6,1,0,0,0,0,0,0,0,8,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,NA,NA,NA,WD,Normal,1934,1995,1939,2008,188700
465,20,60,8430,5,5,1040,0,0,1040,0,0,2,0,3,1,136,616,0,424,1040,RL,Pave,NA,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,Gd,TA,No,Rec,Unf,GasA,TA,Y,SBrkr,0,0,5,0,0,0,0,0,0,0,0,8,TA,Typ,NA,NA,NA,NA,NA,Y,NA,NA,NA,WD,Normal,1978,1978,NA,2009,124000
466,120,NA,3072,7,5,1414,0,0,1414,0,0,2,0,2,1,18,0,0,1375,1375,RM,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Y,SBrkr,2,398,6,1,144,20,0,0,0,0,0,5,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,NA,NA,NA,WD,Normal,2004,2004,2004,2006,178740
